tree,run,subrun,det,key,tier,reason,gas,resist_V,drift_V,feu_x,feu_y,det_z,n_dec_files,dec_mb,has_hits,has_m3v2,has_m3v1,bundle,eos_run_dir
det3_det4,mx17_det3_det4_overnight_6-23-26,resist_505V_drift_600V,mx17_3,c26__mx17_det3_det4_overnight_6-23-26__resist_505V_drift_600V__mx17_3,C,resist 505 V != bundle 490 V,Ar/Iso 95/5,505,600,3,4,232,2,228,1,0,1,calib_bundle_lp2_t0p,/eos/experiment/ntof/data/x17/cosmic_bench/june_tests/mx17_det3_det4_overnight_6-23-26
det3_det4,mx17_det3_det4_overnight_6-23-26,resist_505V_drift_600V,mx17_4,c26__mx17_det3_det4_overnight_6-23-26__resist_505V_drift_600V__mx17_4,C,resist 505 V != bundle 495 V,Ar/Iso 95/5,505,600,6,8,702,2,246,1,0,1,calib_bundle_lp,/eos/experiment/ntof/data/x17/cosmic_bench/june_tests/mx17_det3_det4_overnight_6-23-26
det3_det4,mx17_det3_det4_overnight_6-23-26,resist_510V_drift_600V,mx17_3,c26__mx17_det3_det4_overnight_6-23-26__resist_510V_drift_600V__mx17_3,C,resist 510 V != bundle 490 V,Ar/Iso 95/5,510,600,3,4,232,2,223,1,0,1,calib_bundle_lp2_t0p,/eos/experiment/ntof/data/x17/cosmic_bench/june_tests/mx17_det3_det4_overnight_6-23-26
det3_det4,mx17_det3_det4_overnight_6-23-26,resist_510V_drift_600V,mx17_4,c26__mx17_det3_det4_overnight_6-23-26__resist_510V_drift_600V__mx17_4,C,resist 510 V != bundle 495 V,Ar/Iso 95/5,510,600,6,8,702,2,239,1,0,1,calib_bundle_lp,/eos/experiment/ntof/data/x17/cosmic_bench/june_tests/mx17_det3_det4_overnight_6-23-26
det3_det4,mx17_det3_det4_overnight_6-23-26,resist_515V_drift_600V,mx17_3,c26__mx17_det3_det4_overnight_6-23-26__resist_515V_drift_600V__mx17_3,C,resist 515 V != bundle 490 V,Ar/Iso 95/5,515,600,3,4,232,2,162,1,0,1,calib_bundle_lp2_t0p,/eos/experiment/ntof/data/x17/cosmic_bench/june_tests/mx17_det3_det4_overnight_6-23-26
det3_det4,mx17_det3_det4_overnight_6-23-26,resist_515V_drift_600V,mx17_4,c26__mx17_det3_det4_overnight_6-23-26__resist_515V_drift_600V__mx17_4,C,resist 515 V != bundle 495 V,Ar/Iso 95/5,515,600,6,8,702,2,173,1,0,1,calib_bundle_lp,/eos/experiment/ntof/data/x17/cosmic_bench/june_tests/mx17_det3_det4_overnight_6-23-26
det3_det4,mx17_det3_det4_overnight_6-23-26,resist_520V_drift_600V,mx17_3,c26__mx17_det3_det4_overnight_6-23-26__resist_520V_drift_600V__mx17_3,C,resist 520 V != bundle 490 V,Ar/Iso 95/5,520,600,3,4,232,2,159,1,0,1,calib_bundle_lp2_t0p,/eos/experiment/ntof/data/x17/cosmic_bench/june_tests/mx17_det3_det4_overnight_6-23-26
det3_det4,mx17_det3_det4_overnight_6-23-26,resist_520V_drift_600V,mx17_4,c26__mx17_det3_det4_overnight_6-23-26__resist_520V_drift_600V__mx17_4,C,resist 520 V != bundle 495 V,Ar/Iso 95/5,520,600,6,8,702,2,170,1,0,1,calib_bundle_lp,/eos/experiment/ntof/data/x17/cosmic_bench/june_tests/mx17_det3_det4_overnight_6-23-26
det3_det4,mx17_det3_det4_overnight_6-23-26,resist_525V_drift_600V,mx17_3,c26__mx17_det3_det4_overnight_6-23-26__resist_525V_drift_600V__mx17_3,C,resist 525 V != bundle 490 V,Ar/Iso 95/5,525,600,3,4,232,2,192,1,0,1,calib_bundle_lp2_t0p,/eos/experiment/ntof/data/x17/cosmic_bench/june_tests/mx17_det3_det4_overnight_6-23-26
det3_det4,mx17_det3_det4_overnight_6-23-26,resist_525V_drift_600V,mx17_4,c26__mx17_det3_det4_overnight_6-23-26__resist_525V_drift_600V__mx17_4,C,resist 525 V != bundle 495 V,Ar/Iso 95/5,525,600,6,8,702,2,205,1,0,1,calib_bundle_lp,/eos/experiment/ntof/data/x17/cosmic_bench/june_tests/mx17_det3_det4_overnight_6-23-26
det3_det4,mx17_det3_det4_overnight_6-23-26,short_run,mx17_3,c26__mx17_det3_det4_overnight_6-23-26__short_run__mx17_3,C,resist 495 V != bundle 490 V,Ar/Iso 95/5,495,600,3,4,232,4,819,1,0,1,calib_bundle_lp2_t0p,/eos/experiment/ntof/data/x17/cosmic_bench/june_tests/mx17_det3_det4_overnight_6-23-26
det3_det4,mx17_det3_det4_overnight_6-23-26,short_run,mx17_4,c26__mx17_det3_det4_overnight_6-23-26__short_run__mx17_4,A,,Ar/Iso 95/5,495,600,6,8,702,4,886,1,0,1,calib_bundle_lp,/eos/experiment/ntof/data/x17/cosmic_bench/june_tests/mx17_det3_det4_overnight_6-23-26
det4_day,mx17_det4_day_6-24-26,long_run,mx17_4,g_det4,A,,Ar/Iso 95/5,495,600,6,8,702,16,4470,1,1,1,calib_bundle_lp,/eos/experiment/ntof/data/x17/cosmic_bench/june_tests/mx17_det4_day_6-24-26
det6_det7,mx17_det6_det7_hv_scan_6-26-26,resist_det6_400V_det7_400V_drift_700V,mx17_6,c26__mx17_det6_det7_hv_scan_6-26-26__resist_det6_400V_det7_400V_drift_700V__mx17_6,C,resist 400 V != bundle 495 V,Ar/Iso 95/5,400,700,3,4,232,2,151,1,0,1,calib_bundle_lp,/eos/experiment/ntof/data/x17/cosmic_bench/june_tests/mx17_det6_det7_hv_scan_6-26-26
det6_det7,mx17_det6_det7_hv_scan_6-26-26,resist_det6_400V_det7_400V_drift_700V,mx17_7,c26__mx17_det6_det7_hv_scan_6-26-26__resist_det6_400V_det7_400V_drift_700V__mx17_7,C,resist 400 V != bundle 495 V,Ar/Iso 95/5,400,700,6,8,702,2,145,1,0,1,calib_bundle_lp,/eos/experiment/ntof/data/x17/cosmic_bench/june_tests/mx17_det6_det7_hv_scan_6-26-26
det6_det7,mx17_det6_det7_hv_scan_6-26-26,resist_det6_405V_det7_405V_drift_700V,mx17_6,c26__mx17_det6_det7_hv_scan_6-26-26__resist_det6_405V_det7_405V_drift_700V__mx17_6,C,resist 405 V != bundle 495 V,Ar/Iso 95/5,405,700,3,4,232,2,308,1,0,1,calib_bundle_lp,/eos/experiment/ntof/data/x17/cosmic_bench/june_tests/mx17_det6_det7_hv_scan_6-26-26
det6_det7,mx17_det6_det7_hv_scan_6-26-26,resist_det6_405V_det7_405V_drift_700V,mx17_7,c26__mx17_det6_det7_hv_scan_6-26-26__resist_det6_405V_det7_405V_drift_700V__mx17_7,C,resist 405 V != bundle 495 V,Ar/Iso 95/5,405,700,6,8,702,2,295,1,0,1,calib_bundle_lp,/eos/experiment/ntof/data/x17/cosmic_bench/june_tests/mx17_det6_det7_hv_scan_6-26-26
det6_det7,mx17_det6_det7_hv_scan_6-26-26,resist_det6_410V_det7_410V_drift_700V,mx17_6,c26__mx17_det6_det7_hv_scan_6-26-26__resist_det6_410V_det7_410V_drift_700V__mx17_6,C,resist 410 V != bundle 495 V,Ar/Iso 95/5,410,700,3,4,232,2,149,1,0,1,calib_bundle_lp,/eos/experiment/ntof/data/x17/cosmic_bench/june_tests/mx17_det6_det7_hv_scan_6-26-26
det6_det7,mx17_det6_det7_hv_scan_6-26-26,resist_det6_410V_det7_410V_drift_700V,mx17_7,c26__mx17_det6_det7_hv_scan_6-26-26__resist_det6_410V_det7_410V_drift_700V__mx17_7,C,resist 410 V != bundle 495 V,Ar/Iso 95/5,410,700,6,8,702,2,144,1,0,1,calib_bundle_lp,/eos/experiment/ntof/data/x17/cosmic_bench/june_tests/mx17_det6_det7_hv_scan_6-26-26
det6_det7,mx17_det6_det7_hv_scan_6-26-26,resist_det6_415V_det7_415V_drift_700V,mx17_6,c26__mx17_det6_det7_hv_scan_6-26-26__resist_det6_415V_det7_415V_drift_700V__mx17_6,C,resist 415 V != bundle 495 V,Ar/Iso 95/5,415,700,3,4,232,2,306,1,0,1,calib_bundle_lp,/eos/experiment/ntof/data/x17/cosmic_bench/june_tests/mx17_det6_det7_hv_scan_6-26-26
det6_det7,mx17_det6_det7_hv_scan_6-26-26,resist_det6_415V_det7_415V_drift_700V,mx17_7,c26__mx17_det6_det7_hv_scan_6-26-26__resist_det6_415V_det7_415V_drift_700V__mx17_7,C,resist 415 V != bundle 495 V,Ar/Iso 95/5,415,700,6,8,702,2,294,1,0,1,calib_bundle_lp,/eos/experiment/ntof/data/x17/cosmic_bench/june_tests/mx17_det6_det7_hv_scan_6-26-26
det6_det7,mx17_det6_det7_hv_scan_6-26-26,resist_det6_420V_det7_420V_drift_700V,mx17_6,c26__mx17_det6_det7_hv_scan_6-26-26__resist_det6_420V_det7_420V_drift_700V__mx17_6,C,resist 420 V != bundle 495 V,Ar/Iso 95/5,420,700,3,4,232,2,144,1,0,1,calib_bundle_lp,/eos/experiment/ntof/data/x17/cosmic_bench/june_tests/mx17_det6_det7_hv_scan_6-26-26
det6_det7,mx17_det6_det7_hv_scan_6-26-26,resist_det6_420V_det7_420V_drift_700V,mx17_7,c26__mx17_det6_det7_hv_scan_6-26-26__resist_det6_420V_det7_420V_drift_700V__mx17_7,C,resist 420 V != bundle 495 V,Ar/Iso 95/5,420,700,6,8,702,2,139,1,0,1,calib_bundle_lp,/eos/experiment/ntof/data/x17/cosmic_bench/june_tests/mx17_det6_det7_hv_scan_6-26-26
det6_det7,mx17_det6_det7_hv_scan_6-26-26,resist_det6_425V_det7_425V_drift_700V,mx17_6,c26__mx17_det6_det7_hv_scan_6-26-26__resist_det6_425V_det7_425V_drift_700V__mx17_6,C,resist 425 V != bundle 495 V,Ar/Iso 95/5,425,700,3,4,232,2,299,1,0,1,calib_bundle_lp,/eos/experiment/ntof/data/x17/cosmic_bench/june_tests/mx17_det6_det7_hv_scan_6-26-26
det6_det7,mx17_det6_det7_hv_scan_6-26-26,resist_det6_425V_det7_425V_drift_700V,mx17_7,c26__mx17_det6_det7_hv_scan_6-26-26__resist_det6_425V_det7_425V_drift_700V__mx17_7,C,resist 425 V != bundle 495 V,Ar/Iso 95/5,425,700,6,8,702,2,288,1,0,1,calib_bundle_lp,/eos/experiment/ntof/data/x17/cosmic_bench/june_tests/mx17_det6_det7_hv_scan_6-26-26
det6_det7,mx17_det6_det7_hv_scan_6-26-26,resist_det6_430V_det7_430V_drift_700V,mx17_6,c26__mx17_det6_det7_hv_scan_6-26-26__resist_det6_430V_det7_430V_drift_700V__mx17_6,C,resist 430 V != bundle 495 V,Ar/Iso 95/5,430,700,3,4,232,2,148,1,0,1,calib_bundle_lp,/eos/experiment/ntof/data/x17/cosmic_bench/june_tests/mx17_det6_det7_hv_scan_6-26-26
det6_det7,mx17_det6_det7_hv_scan_6-26-26,resist_det6_430V_det7_430V_drift_700V,mx17_7,c26__mx17_det6_det7_hv_scan_6-26-26__resist_det6_430V_det7_430V_drift_700V__mx17_7,C,resist 430 V != bundle 495 V,Ar/Iso 95/5,430,700,6,8,702,2,143,1,0,1,calib_bundle_lp,/eos/experiment/ntof/data/x17/cosmic_bench/june_tests/mx17_det6_det7_hv_scan_6-26-26
det6_det7,mx17_det6_det7_hv_scan_6-26-26,resist_det6_435V_det7_435V_drift_700V,mx17_6,c26__mx17_det6_det7_hv_scan_6-26-26__resist_det6_435V_det7_435V_drift_700V__mx17_6,C,resist 435 V != bundle 495 V,Ar/Iso 95/5,435,700,3,4,232,2,299,1,0,1,calib_bundle_lp,/eos/experiment/ntof/data/x17/cosmic_bench/june_tests/mx17_det6_det7_hv_scan_6-26-26
det6_det7,mx17_det6_det7_hv_scan_6-26-26,resist_det6_435V_det7_435V_drift_700V,mx17_7,c26__mx17_det6_det7_hv_scan_6-26-26__resist_det6_435V_det7_435V_drift_700V__mx17_7,C,resist 435 V != bundle 495 V,Ar/Iso 95/5,435,700,6,8,702,2,288,1,0,1,calib_bundle_lp,/eos/experiment/ntof/data/x17/cosmic_bench/june_tests/mx17_det6_det7_hv_scan_6-26-26
det6_det7,mx17_det6_det7_hv_scan_6-26-26,resist_det6_440V_det7_440V_drift_700V,mx17_6,c26__mx17_det6_det7_hv_scan_6-26-26__resist_det6_440V_det7_440V_drift_700V__mx17_6,C,resist 440 V != bundle 495 V,Ar/Iso 95/5,440,700,3,4,232,2,115,1,0,1,calib_bundle_lp,/eos/experiment/ntof/data/x17/cosmic_bench/june_tests/mx17_det6_det7_hv_scan_6-26-26
det6_det7,mx17_det6_det7_hv_scan_6-26-26,resist_det6_440V_det7_440V_drift_700V,mx17_7,c26__mx17_det6_det7_hv_scan_6-26-26__resist_det6_440V_det7_440V_drift_700V__mx17_7,C,resist 440 V != bundle 495 V,Ar/Iso 95/5,440,700,6,8,702,2,111,1,0,1,calib_bundle_lp,/eos/experiment/ntof/data/x17/cosmic_bench/june_tests/mx17_det6_det7_hv_scan_6-26-26
det6_det7,mx17_det6_det7_hv_scan_6-26-26,resist_det6_445V_det7_445V_drift_700V,mx17_6,c26__mx17_det6_det7_hv_scan_6-26-26__resist_det6_445V_det7_445V_drift_700V__mx17_6,C,resist 445 V != bundle 495 V,Ar/Iso 95/5,445,700,3,4,232,2,302,1,0,1,calib_bundle_lp,/eos/experiment/ntof/data/x17/cosmic_bench/june_tests/mx17_det6_det7_hv_scan_6-26-26
det6_det7,mx17_det6_det7_hv_scan_6-26-26,resist_det6_445V_det7_445V_drift_700V,mx17_7,c26__mx17_det6_det7_hv_scan_6-26-26__resist_det6_445V_det7_445V_drift_700V__mx17_7,C,resist 445 V != bundle 495 V,Ar/Iso 95/5,445,700,6,8,702,2,290,1,0,1,calib_bundle_lp,/eos/experiment/ntof/data/x17/cosmic_bench/june_tests/mx17_det6_det7_hv_scan_6-26-26
det6_det7,mx17_det6_det7_hv_scan_6-26-26,resist_det6_450V_det7_450V_drift_700V,mx17_6,c26__mx17_det6_det7_hv_scan_6-26-26__resist_det6_450V_det7_450V_drift_700V__mx17_6,C,resist 450 V != bundle 495 V,Ar/Iso 95/5,450,700,3,4,232,2,110,1,0,1,calib_bundle_lp,/eos/experiment/ntof/data/x17/cosmic_bench/june_tests/mx17_det6_det7_hv_scan_6-26-26
det6_det7,mx17_det6_det7_hv_scan_6-26-26,resist_det6_450V_det7_450V_drift_700V,mx17_7,c26__mx17_det6_det7_hv_scan_6-26-26__resist_det6_450V_det7_450V_drift_700V__mx17_7,C,resist 450 V != bundle 495 V,Ar/Iso 95/5,450,700,6,8,702,2,106,1,0,1,calib_bundle_lp,/eos/experiment/ntof/data/x17/cosmic_bench/june_tests/mx17_det6_det7_hv_scan_6-26-26
det6_det7,mx17_det6_det7_hv_scan_6-26-26,resist_det6_465V_det7_465V_drift_700V,mx17_6,c26__mx17_det6_det7_hv_scan_6-26-26__resist_det6_465V_det7_465V_drift_700V__mx17_6,C,resist 465 V != bundle 495 V,Ar/Iso 95/5,465,700,3,4,232,2,299,1,0,1,calib_bundle_lp,/eos/experiment/ntof/data/x17/cosmic_bench/june_tests/mx17_det6_det7_hv_scan_6-26-26
det6_det7,mx17_det6_det7_hv_scan_6-26-26,resist_det6_465V_det7_465V_drift_700V,mx17_7,c26__mx17_det6_det7_hv_scan_6-26-26__resist_det6_465V_det7_465V_drift_700V__mx17_7,C,resist 465 V != bundle 495 V,Ar/Iso 95/5,465,700,6,8,702,2,287,1,0,1,calib_bundle_lp,/eos/experiment/ntof/data/x17/cosmic_bench/june_tests/mx17_det6_det7_hv_scan_6-26-26
det6_det7,mx17_det6_det7_hv_scan_6-26-26,resist_det6_480V_det7_480V_drift_700V,mx17_6,c26__mx17_det6_det7_hv_scan_6-26-26__resist_det6_480V_det7_480V_drift_700V__mx17_6,C,resist 480 V != bundle 495 V,Ar/Iso 95/5,480,700,3,4,232,2,145,1,0,1,calib_bundle_lp,/eos/experiment/ntof/data/x17/cosmic_bench/june_tests/mx17_det6_det7_hv_scan_6-26-26
det6_det7,mx17_det6_det7_hv_scan_6-26-26,resist_det6_480V_det7_480V_drift_700V,mx17_7,c26__mx17_det6_det7_hv_scan_6-26-26__resist_det6_480V_det7_480V_drift_700V__mx17_7,C,resist 480 V != bundle 495 V,Ar/Iso 95/5,480,700,6,8,702,2,140,1,0,1,calib_bundle_lp,/eos/experiment/ntof/data/x17/cosmic_bench/june_tests/mx17_det6_det7_hv_scan_6-26-26
det6_det7,mx17_det6_det7_hv_scan_6-26-26,resist_det6_485V_det7_485V_drift_700V,mx17_6,c26__mx17_det6_det7_hv_scan_6-26-26__resist_det6_485V_det7_485V_drift_700V__mx17_6,C,resist 485 V != bundle 495 V,Ar/Iso 95/5,485,700,3,4,232,2,297,1,0,1,calib_bundle_lp,/eos/experiment/ntof/data/x17/cosmic_bench/june_tests/mx17_det6_det7_hv_scan_6-26-26
det6_det7,mx17_det6_det7_hv_scan_6-26-26,resist_det6_485V_det7_485V_drift_700V,mx17_7,c26__mx17_det6_det7_hv_scan_6-26-26__resist_det6_485V_det7_485V_drift_700V__mx17_7,C,resist 485 V != bundle 495 V,Ar/Iso 95/5,485,700,6,8,702,2,286,1,0,1,calib_bundle_lp,/eos/experiment/ntof/data/x17/cosmic_bench/june_tests/mx17_det6_det7_hv_scan_6-26-26
det6_det7,mx17_det6_det7_hv_scan_6-26-26,resist_det6_495V_det7_495V_drift_700V,mx17_6,c26__mx17_det6_det7_hv_scan_6-26-26__resist_det6_495V_det7_495V_drift_700V__mx17_6,A,,Ar/Iso 95/5,495,700,3,4,232,2,296,1,0,1,calib_bundle_lp,/eos/experiment/ntof/data/x17/cosmic_bench/june_tests/mx17_det6_det7_hv_scan_6-26-26
det6_det7,mx17_det6_det7_hv_scan_6-26-26,resist_det6_495V_det7_495V_drift_700V,mx17_7,c26__mx17_det6_det7_hv_scan_6-26-26__resist_det6_495V_det7_495V_drift_700V__mx17_7,A,,Ar/Iso 95/5,495,700,6,8,702,2,290,1,0,1,calib_bundle_lp,/eos/experiment/ntof/data/x17/cosmic_bench/june_tests/mx17_det6_det7_hv_scan_6-26-26
det6_det7,mx17_det6_det7_hv_scan_6-26-26,resist_det6_500V_det7_500V_drift_700V,mx17_6,c26__mx17_det6_det7_hv_scan_6-26-26__resist_det6_500V_det7_500V_drift_700V__mx17_6,C,resist 500 V != bundle 495 V,Ar/Iso 95/5,500,700,3,4,232,2,145,1,0,1,calib_bundle_lp,/eos/experiment/ntof/data/x17/cosmic_bench/june_tests/mx17_det6_det7_hv_scan_6-26-26
det6_det7,mx17_det6_det7_hv_scan_6-26-26,resist_det6_500V_det7_500V_drift_700V,mx17_7,c26__mx17_det6_det7_hv_scan_6-26-26__resist_det6_500V_det7_500V_drift_700V__mx17_7,C,resist 500 V != bundle 495 V,Ar/Iso 95/5,500,700,6,8,702,2,144,1,0,1,calib_bundle_lp,/eos/experiment/ntof/data/x17/cosmic_bench/june_tests/mx17_det6_det7_hv_scan_6-26-26
det6_det7,mx17_det6_det7_overnight_6-26-26,long_run,mx17_6,g_det6_long,A,,Ar/Iso 95/5,495,700,3,4,232,14,3772,1,1,1,calib_bundle_lp,/eos/experiment/ntof/data/x17/cosmic_bench/june_tests/mx17_det6_det7_overnight_6-26-26
det6_det7,mx17_det6_det7_overnight_6-26-26,long_run,mx17_7,g_det7_long,A,,Ar/Iso 95/5,495,700,6,8,702,14,3656,1,1,1,calib_bundle_lp,/eos/experiment/ntof/data/x17/cosmic_bench/june_tests/mx17_det6_det7_overnight_6-26-26
det6_det7,mx17_det6_det7_overnight_6-26-26,longer_run,mx17_6,c26__mx17_det6_det7_overnight_6-26-26__longer_run__mx17_6,A,,Ar/Iso 95/5,495,700,3,4,232,8,1786,1,0,1,calib_bundle_lp,/eos/experiment/ntof/data/x17/cosmic_bench/june_tests/mx17_det6_det7_overnight_6-26-26
det6_det7,mx17_det6_det7_overnight_6-26-26,longer_run,mx17_7,c26__mx17_det6_det7_overnight_6-26-26__longer_run__mx17_7,A,,Ar/Iso 95/5,495,700,6,8,702,8,1703,1,0,1,calib_bundle_lp,/eos/experiment/ntof/data/x17/cosmic_bench/june_tests/mx17_det6_det7_overnight_6-26-26
det6_det7,mx17_det6_det7_overnight_6-26-26,resist_det6_505V_det7_480V_drift_700V,mx17_6,c26__mx17_det6_det7_overnight_6-26-26__resist_det6_505V_det7_480V_drift_700V__mx17_6,C,resist 505 V != bundle 495 V,Ar/Iso 95/5,505,700,3,4,232,2,298,1,0,1,calib_bundle_lp,/eos/experiment/ntof/data/x17/cosmic_bench/june_tests/mx17_det6_det7_overnight_6-26-26
det6_det7,mx17_det6_det7_overnight_6-26-26,resist_det6_505V_det7_480V_drift_700V,mx17_7,c26__mx17_det6_det7_overnight_6-26-26__resist_det6_505V_det7_480V_drift_700V__mx17_7,C,resist 480 V != bundle 495 V,Ar/Iso 95/5,480,700,6,8,702,2,291,1,0,1,calib_bundle_lp,/eos/experiment/ntof/data/x17/cosmic_bench/june_tests/mx17_det6_det7_overnight_6-26-26
det6_det7,mx17_det6_det7_overnight_6-26-26,resist_det6_510V_det7_485V_drift_700V,mx17_6,c26__mx17_det6_det7_overnight_6-26-26__resist_det6_510V_det7_485V_drift_700V__mx17_6,C,resist 510 V != bundle 495 V,Ar/Iso 95/5,510,700,3,4,232,2,294,1,0,1,calib_bundle_lp,/eos/experiment/ntof/data/x17/cosmic_bench/june_tests/mx17_det6_det7_overnight_6-26-26
det6_det7,mx17_det6_det7_overnight_6-26-26,resist_det6_510V_det7_485V_drift_700V,mx17_7,c26__mx17_det6_det7_overnight_6-26-26__resist_det6_510V_det7_485V_drift_700V__mx17_7,C,resist 485 V != bundle 495 V,Ar/Iso 95/5,485,700,6,8,702,2,290,1,0,1,calib_bundle_lp,/eos/experiment/ntof/data/x17/cosmic_bench/june_tests/mx17_det6_det7_overnight_6-26-26
det6_det7,mx17_det6_det7_overnight_6-26-26,resist_det6_515V_det7_490V_drift_700V,mx17_6,c26__mx17_det6_det7_overnight_6-26-26__resist_det6_515V_det7_490V_drift_700V__mx17_6,C,resist 515 V != bundle 495 V,Ar/Iso 95/5,515,700,3,4,232,2,284,1,0,1,calib_bundle_lp,/eos/experiment/ntof/data/x17/cosmic_bench/june_tests/mx17_det6_det7_overnight_6-26-26
det6_det7,mx17_det6_det7_overnight_6-26-26,resist_det6_515V_det7_490V_drift_700V,mx17_7,c26__mx17_det6_det7_overnight_6-26-26__resist_det6_515V_det7_490V_drift_700V__mx17_7,C,resist 490 V != bundle 495 V,Ar/Iso 95/5,490,700,6,8,702,2,283,1,0,1,calib_bundle_lp,/eos/experiment/ntof/data/x17/cosmic_bench/june_tests/mx17_det6_det7_overnight_6-26-26
det6_det7,mx17_det6_det7_overnight_6-26-26,resist_det6_520V_det7_495V_drift_700V,mx17_6,c26__mx17_det6_det7_overnight_6-26-26__resist_det6_520V_det7_495V_drift_700V__mx17_6,C,resist 520 V != bundle 495 V,Ar/Iso 95/5,520,700,3,4,232,2,284,1,0,1,calib_bundle_lp,/eos/experiment/ntof/data/x17/cosmic_bench/june_tests/mx17_det6_det7_overnight_6-26-26
det6_det7,mx17_det6_det7_overnight_6-26-26,resist_det6_520V_det7_495V_drift_700V,mx17_7,c26__mx17_det6_det7_overnight_6-26-26__resist_det6_520V_det7_495V_drift_700V__mx17_7,A,,Ar/Iso 95/5,495,700,6,8,702,2,285,1,0,1,calib_bundle_lp,/eos/experiment/ntof/data/x17/cosmic_bench/june_tests/mx17_det6_det7_overnight_6-26-26
det6_det7,mx17_det6_det7_overnight_6-26-26,resist_det6_525V_det7_500V_drift_700V,mx17_6,c26__mx17_det6_det7_overnight_6-26-26__resist_det6_525V_det7_500V_drift_700V__mx17_6,C,resist 525 V != bundle 495 V,Ar/Iso 95/5,525,700,3,4,232,2,285,1,0,1,calib_bundle_lp,/eos/experiment/ntof/data/x17/cosmic_bench/june_tests/mx17_det6_det7_overnight_6-26-26
det6_det7,mx17_det6_det7_overnight_6-26-26,resist_det6_525V_det7_500V_drift_700V,mx17_7,c26__mx17_det6_det7_overnight_6-26-26__resist_det6_525V_det7_500V_drift_700V__mx17_7,C,resist 500 V != bundle 495 V,Ar/Iso 95/5,500,700,6,8,702,2,290,1,0,1,calib_bundle_lp,/eos/experiment/ntof/data/x17/cosmic_bench/june_tests/mx17_det6_det7_overnight_6-26-26
det6_det7,mx17_det6_det7_overnight_6-26-26,resist_det6_530V_det7_505V_drift_700V,mx17_6,c26__mx17_det6_det7_overnight_6-26-26__resist_det6_530V_det7_505V_drift_700V__mx17_6,C,resist 530 V != bundle 495 V,Ar/Iso 95/5,530,700,3,4,232,2,270,1,0,1,calib_bundle_lp,/eos/experiment/ntof/data/x17/cosmic_bench/june_tests/mx17_det6_det7_overnight_6-26-26
det6_det7,mx17_det6_det7_overnight_6-26-26,resist_det6_530V_det7_505V_drift_700V,mx17_7,c26__mx17_det6_det7_overnight_6-26-26__resist_det6_530V_det7_505V_drift_700V__mx17_7,C,resist 505 V != bundle 495 V,Ar/Iso 95/5,505,700,6,8,702,2,283,1,0,1,calib_bundle_lp,/eos/experiment/ntof/data/x17/cosmic_bench/june_tests/mx17_det6_det7_overnight_6-26-26
det6_det7,mx17_det6_det7_overnight_6-26-26,short_run,mx17_6,c26__mx17_det6_det7_overnight_6-26-26__short_run__mx17_6,A,,Ar/Iso 95/5,495,700,3,4,232,3,738,1,0,1,calib_bundle_lp,/eos/experiment/ntof/data/x17/cosmic_bench/june_tests/mx17_det6_det7_overnight_6-26-26
det6_det7,mx17_det6_det7_overnight_6-26-26,short_run,mx17_7,c26__mx17_det6_det7_overnight_6-26-26__short_run__mx17_7,A,,Ar/Iso 95/5,495,700,6,8,702,4,857,1,0,1,calib_bundle_lp,/eos/experiment/ntof/data/x17/cosmic_bench/june_tests/mx17_det6_det7_overnight_6-26-26
det_1,mx17_det0_He_HV_Scan_4-1-26,final_resist_505V_drift_800V,mx17_1,c26__mx17_det0_He_HV_Scan_4-1-26__final_resist_505V_drift_800V__mx17_1,C,pre-June run,Helium/Ethane 96.5/3.5,505,800,3,4,702,2,144,1,0,1,,/eos/experiment/ntof/data/x17/cosmic_bench/det_0_old/mx17_det0_He_HV_Scan_4-1-26
det_1,mx17_det0_He_HV_Scan_4-1-26,resist_420V_drift_800V,mx17_1,c26__mx17_det0_He_HV_Scan_4-1-26__resist_420V_drift_800V__mx17_1,C,pre-June run,Helium/Ethane 96.5/3.5,420,800,3,4,702,2,825,1,0,1,,/eos/experiment/ntof/data/x17/cosmic_bench/det_0_old/mx17_det0_He_HV_Scan_4-1-26
det_1,mx17_det0_He_HV_Scan_4-1-26,resist_430V_drift_800V,mx17_1,c26__mx17_det0_He_HV_Scan_4-1-26__resist_430V_drift_800V__mx17_1,C,pre-June run,Helium/Ethane 96.5/3.5,430,800,3,4,702,2,827,1,0,1,,/eos/experiment/ntof/data/x17/cosmic_bench/det_0_old/mx17_det0_He_HV_Scan_4-1-26
det_1,mx17_det0_He_HV_Scan_4-1-26,resist_440V_drift_800V,mx17_1,c26__mx17_det0_He_HV_Scan_4-1-26__resist_440V_drift_800V__mx17_1,C,pre-June run,Helium/Ethane 96.5/3.5,440,800,3,4,702,2,833,1,0,1,,/eos/experiment/ntof/data/x17/cosmic_bench/det_0_old/mx17_det0_He_HV_Scan_4-1-26
det_1,mx17_det0_He_HV_Scan_4-1-26,resist_450V_drift_800V,mx17_1,c26__mx17_det0_He_HV_Scan_4-1-26__resist_450V_drift_800V__mx17_1,C,pre-June run,Helium/Ethane 96.5/3.5,450,800,3,4,702,2,823,1,0,1,,/eos/experiment/ntof/data/x17/cosmic_bench/det_0_old/mx17_det0_He_HV_Scan_4-1-26
