channel_id,pad_cx,pad_cy,n_tag,n_hit,eff
447,144.3471,56.383,0,0,
446,538.9023,208.4196,0,0,
445,357.7356,138.249,20,9,0.45
444,176.5673,68.1079,0,0,
443,389.9576,149.9791,745,710,0.9530201342281879
442,422.179,161.709,2408,2339,0.9713455149501661
441,208.787,79.8333,7,3,0.42857142857142855
440,454.3997,173.4382,962,925,0.9615384615384616
439,486.6205,185.1675,162,148,0.9135802469135802
438,241.0062,91.5587,4,1,
437,518.8405,196.8959,20,13,0.65
436,551.0603,208.6245,0,0,
435,273.2253,103.284,5,1,0.2
434,305.4442,115.01,13,4,0.3076923076923077
433,337.6629,126.7359,16,4,0.25
432,369.8815,138.4616,20,7,0.35
431,402.1,150.1879,1858,1787,0.9617868675995694
430,434.3186,161.9136,1407,1368,0.9722814498933902
429,466.5371,173.6401,202,186,0.9207920792079208
428,498.7553,185.3661,34,26,0.7647058823529411
427,530.9736,197.0923,0,0,
426,253.1154,91.7747,3,2,
425,285.3339,103.4937,9,3,0.3333333333333333
424,317.5523,115.2142,9,4,0.4444444444444444
423,349.7707,126.9359,11,7,0.6363636363636364
422,381.9891,138.6582,20,11,0.55
421,414.2072,150.3811,1362,1312,0.9632892804698973
420,446.4257,162.1048,313,296,0.9456869009584664
419,478.6436,173.8288,35,23,0.6571428571428571
418,510.862,185.5531,17,9,0.5294117647058824
417,543.08,197.2778,0,0,
416,220.8966,80.0583,6,1,0.16666666666666666
415,188.6776,68.3451,0,0,
414,156.4584,56.6379,0,0,
413,124.238,44.9423,0,0,
412,426.2817,150.5609,405,386,0.9530864197530864
411,458.5021,162.2831,27,19,0.7037037037037037
410,490.7221,174.0057,16,7,0.4375
409,522.9418,185.7294,13,3,0.23076923076923078
408,555.1616,197.4525,0,0,
407,394.0613,138.8397,203,185,0.9113300492610837
406,361.84,127.1193,14,5,0.35714285714285715
405,329.6184,115.4001,6,2,0.3333333333333333
404,297.3957,103.6827,7,3,0.42857142857142855
403,265.1722,91.9671,2,1,
402,232.9471,80.2552,1,0,
401,200.7195,68.5485,0,0,
400,168.4884,56.8501,0,0,
