channel_id,pad_cx,pad_cy,n_tag,n_hit,eff
447,144.3471,56.383,0,0,
446,538.9023,208.4196,0,0,
445,357.7356,138.249,20,8,0.4
444,176.5673,68.1079,0,0,
443,389.9576,149.9791,657,592,0.9010654490106544
442,422.179,161.709,2176,2094,0.9623161764705882
441,208.787,79.8333,0,0,
440,454.3997,173.4382,900,848,0.9422222222222222
439,486.6205,185.1675,197,174,0.883248730964467
438,241.0062,91.5587,13,3,0.23076923076923078
437,518.8405,196.8959,1,1,
436,551.0603,208.6245,0,0,
435,273.2253,103.284,12,5,0.4166666666666667
434,305.4442,115.01,18,6,0.3333333333333333
433,337.6629,126.7359,17,4,0.23529411764705882
432,369.8815,138.4616,32,16,0.5
431,402.1,150.1879,1626,1517,0.9329643296432965
430,434.3186,161.9136,1259,1212,0.9626687847498014
429,466.5371,173.6401,260,232,0.8923076923076924
428,498.7553,185.3661,47,32,0.6808510638297872
427,530.9736,197.0923,0,0,
426,253.1154,91.7747,9,1,0.1111111111111111
425,285.3339,103.4937,11,3,0.2727272727272727
424,317.5523,115.2142,16,4,0.25
423,349.7707,126.9359,15,5,0.3333333333333333
422,381.9891,138.6582,22,16,0.7272727272727273
421,414.2072,150.3811,1129,1052,0.9317980513728964
420,446.4257,162.1048,287,273,0.9512195121951219
419,478.6436,173.8288,39,31,0.7948717948717948
418,510.862,185.5531,20,11,0.55
417,543.08,197.2778,0,0,
416,220.8966,80.0583,0,0,
415,188.6776,68.3451,0,0,
414,156.4584,56.6379,0,0,
413,124.238,44.9423,0,0,
412,426.2817,150.5609,345,324,0.9391304347826087
411,458.5021,162.2831,31,14,0.45161290322580644
410,490.7221,174.0057,33,15,0.45454545454545453
409,522.9418,185.7294,0,0,
408,555.1616,197.4525,0,0,
407,394.0613,138.8397,166,141,0.8493975903614458
406,361.84,127.1193,25,5,0.2
405,329.6184,115.4001,23,5,0.21739130434782608
404,297.3957,103.6827,18,7,0.3888888888888889
403,265.1722,91.9671,2,0,
402,232.9471,80.2552,0,0,
401,200.7195,68.5485,0,0,
400,168.4884,56.8501,0,0,
399,136.2509,45.167,0,0,
