run,subrun,det,resist_v,drift_v,n_samples,t_start,t_end,i_median_ua,i_mean_ua,di_ua,di_err_ua,frac_elevated,n_pulses,pulse_rate_hz,q_per_pulse_nc,q_err_nc,q_per_channel_pc,leak_ok,notes
run_19,dr800_A450_12_p1,B,449.75,800.0,1213,1783650827.0,1783652046.0,1.7769999504089355,1.78516075646494,0.008160806056004555,0.0006895308885747467,0.1978565539983512,354,0.2904019688269073,28.101758706976142,2.374401562634509,27.44312373728139,False,
run_19,dr800_A450_12_p1,C,449.5,799.75,1213,1783650827.0,1783652046.0,0.03999999910593033,0.04544929959807431,0.0054493004921439825,0.0004951061911415198,0.16735366859027206,354,0.2904019688269073,18.76468163820202,1.704899567800883,18.32488441230666,True,
run_19,dr800_A450_12_p1,D,434.5,800.25,1212,1783650827.0,1783652046.0,0.8519999980926514,0.8636410892403165,0.011641091147665095,0.0009947303513677638,0.2995049504950495,354,0.2904019688269073,40.08613025142302,3.4253567749076383,39.14661157365529,False,
run_19,dr800_A455_11_p1,A,454.75,800.0,1215,1783649594.0,1783650816.0,0.014000000432133675,0.024930864297344115,0.01093086386521044,0.0007284848048605836,0.2008230452674897,357,0.29214402618657936,37.416010205286156,2.493581040727264,36.53907246609976,True,
run_19,dr800_A455_11_p1,B,454.75,800.0,1215,1783649594.0,1783650816.0,1.809000015258789,1.818441972712921,0.00944195745413201,0.0008992383569147556,0.1925925925925926,357,0.29214402618657936,32.31952943683282,3.0780651880947656,31.562040465657056,False,
run_19,dr800_A455_11_p1,C,454.5,799.75,1215,1783649594.0,1783650816.0,0.05400000140070915,0.06673991814746287,0.012739916746753718,0.0007567507359089456,0.22304526748971193,357,0.29214402618657936,43.60834247768359,2.5903344517667546,42.58627195086288,True,
run_19,dr800_A455_11_p1,D,439.5,800.25,1214,1783649594.0,1783650816.0,1.2419999837875366,1.254827842288198,0.012827858500661371,0.001209158438204858,0.31054365733113676,357,0.29214402618657936,43.9093643916196,4.138912076992539,42.88023866369101,False,
run_19,dr800_A460_10_p1,A,459.75,800.0,1212,1783648364.0,1783649583.0,0.04500000178813934,0.05754207924128243,0.012542077453143084,0.00085210668053948,0.2301980198019802,356,0.29204265791632483,42.94604611062197,2.917747313420298,41.93949815490427,True,
run_19,dr800_A460_10_p1,B,459.75,800.0,1213,1783648364.0,1783649583.0,1.8819999694824219,1.8914732073125815,0.009473237830159631,0.0008012264822827925,0.19373454245671887,356,0.29204265791632483,32.43785650270952,2.743525510962708,31.677594240927267,False,
run_19,dr800_A460_10_p1,C,459.5,799.75,1212,1783648364.0,1783649583.0,0.09300000220537186,0.11048267335129945,0.017482671145927595,0.0010403003051438601,0.2433993399339934,356,0.29204265791632483,59.863416086757695,3.562151887557207,58.46036727222431,True,
run_19,dr800_A460_10_p1,D,444.5,800.25,1213,1783648364.0,1783649583.0,1.7790000438690186,1.7958722184339242,0.01687217456490564,0.001338899735798522,0.33388293487221765,356,0.29204265791632483,57.77297976016847,4.584603308815726,56.41892554703952,False,
run_19,dr800_A465_09_p1,A,464.75,800.0,1220,1783647126.0,1783648353.0,0.13600000739097595,0.14414098385538235,0.008140976464406396,0.0011126022079093426,0.23278688524590163,302,0.24612876935615322,33.076086496114726,4.520406983790607,32.300865718862035,True,
run_19,dr800_A465_09_p1,B,464.75,800.0,1220,1783647126.0,1783648353.0,2.0450000762939453,2.0563073792418494,0.011307302947904052,0.000947955337276055,0.16721311475409836,302,0.24612876935615322,45.94059840092143,3.8514609233037067,44.863865625899834,False,
