0.0	0.272308
1.0	0.320001
2.0	-0.035558
3.0	0.956363
4.0	0.170719
5.0	-0.101162
6.0	0.387871
7.0	0.498477
8.0	0.070796
9.0	-0.000000
10.0	-0.000000
11.0	0.471312
12.0	-0.127433
13.0	-0.574962
14.0	-1.927967
15.0	-7.805524
16.0	-24.746605
17.0	-69.111512
18.0	-161.480646
19.0	-308.656545
20.0	-500.000000
21.0	-694.440741
22.0	-851.850388
23.0	-951.251214
24.0	-982.218939
25.0	-972.145210
26.0	-941.882118
27.0	-886.784986
28.0	-821.816939
29.0	-751.468060
30.0	-680.009512
31.0	-611.303068
32.0	-551.687353
33.0	-493.486543
34.0	-441.805408
35.0	-396.953535
36.0	-351.884133
37.0	-316.650644
38.0	-282.533491
39.0	-250.817612
40.0	-225.916913
41.0	-201.703837
42.0	-180.148224
43.0	-161.238031
44.0	-145.210815
45.0	-130.269751
46.0	-115.633537
47.0	-106.112432
48.0	-93.968586
49.0	-85.745477
50.0	-75.306580
51.0	-68.591847
52.0	-62.520563
53.0	-57.301783
54.0	-52.829284
55.0	-49.783004
56.0	-46.588079
57.0	-43.946729
58.0	-42.197556
59.0	-39.466254
60.0	-37.904893
61.0	-36.399581
62.0	-34.049778
63.0	-32.583906
64.0	-32.410976
65.0	-30.249937
66.0	-29.127465
67.0	-28.508772
68.0	-26.971108
69.0	-25.838348
70.0	-25.908573
71.0	-24.573020
72.0	-23.118108
73.0	-22.954087
74.0	-21.992618
75.0	-21.238053
76.0	-21.250097
77.0	-20.903889
78.0	-19.343186
79.0	-19.235967
80.0	-18.992876
81.0	-18.219555
82.0	-17.656374
83.0	-16.772181
84.0	-15.405646
85.0	-14.910018
86.0	-14.407675
87.0	-15.312736
88.0	-14.242447
89.0	-14.002798
90.0	-14.130232
91.0	-12.516847
92.0	-12.244181
93.0	-12.552098
94.0	-11.949177
95.0	-11.943650
96.0	-11.433079
97.0	-10.534020
98.0	-10.403570
99.0	-10.285418
100.0	-10.495485
