eid,theta_ref_x,theta_ref_y,x_slope,x_intercept,x_tan_fit,x_theta_fit,x_rms,x_span_t,x_n,x_n_core,x_amp_max,y_slope,y_intercept,y_tan_fit,y_theta_fit,y_rms,y_span_t,y_n,y_n_core,y_amp_max,score,theta_sel
33407,,,-64.13222437929059,2888.614638964464,-0.4586113298041152,-24.63672630124293,30.199337052002562,734.33349609375,18,10,1648.044677734375,-138.00071045592676,14682.653478350046,-0.21312763252241065,-12.03130191706069,81.30380363195556,668.0416259765625,11,7,3066.744873046875,0.11697717419590244,-24.63672630124293
26687,,,-58.40530168903499,2324.351895061058,-0.5035803917678267,-26.72892910052515,32.43054354036919,539.9722900390625,20,9,3396.407958984375,-79.47591821630374,23893.655904596068,-0.3700714048478751,-20.308072180664798,51.428885834796546,608.8656005859375,16,11,3732.839111328125,0.11729300868234512,-26.72892910052515
7266,-13.709846493783903,19.07247275883724,-120.59428875262981,28445.117663792334,-0.2438901958799518,-13.70629890859908,51.615269522882215,613.917724609375,11,7,2131.201171875,85.74522325209078,-13436.364680897275,0.3430134483341635,18.932657665104312,43.019607173887074,674.0028076171875,14,11,1833.0953369140625,0.11822787492187486,-13.709846493783903
8058,,,28.058059474768445,-8566.56318963715,1.0482465735854343,46.34935607589612,22.771250069841766,538.2318725585938,28,9,2163.96728515625,-77.47000509033658,27561.860238689365,-0.3796535791056906,-20.789445034035708,56.83136327262402,459.47735595703125,12,7,3248.963623046875,0.11915099596358855,46.34935607589612
3164,-16.665117196261416,17.580596649867015,-95.21972547294021,20277.345707219756,-0.3088831075683018,-17.165035113731573,35.70021459717646,785.358642578125,12,10,1286.072998046875,90.84634079534108,-12032.966740367157,0.3237528825970137,17.939509723330904,74.97878464614271,773.5540771484375,15,13,1327.3201904296875,0.11930145391333105,-16.665117196261416
6222,,,44.844396637886284,-12143.274476531666,0.6558626475316239,33.259372389156965,26.809536318543486,488.6400451660156,24,6,5941.20947265625,85.66747110825432,-1557.585640097564,0.34332476872949785,18.948615710009264,57.89798030748502,574.1939086914062,13,8,5158.17138671875,0.12028236340957617,33.259372389156965
21896,,,39.7202134216342,-2367.243426915709,0.74047348118887,36.518966535645106,14.870742079907535,631.0422973632812,23,15,1695.6866455078125,133.39272803002655,-4896.198004586352,0.2204900157620421,12.43419546975922,97.40404654348812,593.7943115234375,10,7,4094.23486328125,0.12058370424306737,36.518966535645106
37783,,,-56.52892899867918,2129.253278192902,-0.5202958065342008,-27.4877710577889,33.144125054914966,645.1832885742188,20,8,4947.76611328125,90.3464217948177,-16257.537755438461,0.3255443228585,18.032365029896106,67.54763160416444,622.9432983398438,15,7,6729.04931640625,0.12058815900485413,-27.4877710577889
10191,,,-64.18580076643588,19031.622983329096,-0.45822852335998887,-24.61860192428692,34.90728838651859,624.9562377929688,17,13,1707.399658203125,81.16346061368773,-18614.131744385057,0.3623769179319867,19.919347387761373,57.40589326628262,576.9812622070312,15,11,1963.8714599609375,0.12060232937962524,-24.61860192428692
28190,,,44.3253603631661,-15212.092312483717,0.6635425964934335,33.56596845147219,27.164462567294123,718.2901611328125,23,7,3474.325439453125,-93.50404691096573,35009.45776658777,-0.3145507138732524,-17.46100581065034,95.56054124152168,699.544189453125,16,11,2366.588623046875,0.12112023491512555,33.56596845147219
25730,,,46.72975602759412,-4669.926800721439,0.629401203989051,32.18636064669274,30.843428778505718,687.3255615234375,23,9,2407.873291015625,123.96087255233262,-38403.84995659685,0.2372665188643745,13.34755458019238,82.18311491926394,670.8228759765625,11,9,2643.228759765625,0.1211300055736965,32.18636064669274
4985,,,-61.63222582321519,16210.840218707473,-0.4772140599018207,-25.511132604745434,30.896172461509458,591.2457275390625,14,9,944.586181640625,94.27645365397102,-23434.4257461547,0.3119736006811866,17.326543375479286,72.94954974585815,657.3427734375,12,9,1068.5958251953125,0.12274427196961168,-25.511132604745434
22198,-13.175659181075456,-10.803505435496266,-124.41759288820384,32257.127375284672,-0.23639554522092762,-13.300301825522919,36.55590892159878,736.515380859375,10,9,1326.6953125,-126.51185386201315,26280.80572238511,-0.23248228373889648,-13.087769775664619,51.42755617292661,756.5067138671875,11,9,1235.287109375,0.12287342153639075,-13.175659181075456
18127,,,62.14275264401942,-20518.32363538208,0.4732935612679675,25.327892405754813,27.16855704816529,627.4010009765625,15,12,488.78582763671875,155.26287763546702,-5627.248330688488,0.18943204682149833,10.726556311051157,62.540038424301265,483.50286865234375,8,5,1100.2294921875,0.12297724338711784,25.327892405754813
8525,,,38.90410917144548,-1968.0811543997695,0.756006636118268,37.08952248309347,18.9831291852279,508.1576843261719,24,11,1593.56884765625,-105.03054049425486,5147.337707519522,-0.2800305946011119,-15.643871946446852,68.47497415085262,482.2014465332031,12,7,3029.01171875,0.12335922508985776,37.08952248309347
