0.0	-2.268236
1.0	-0.371369
2.0	-0.790856
3.0	0.000000
4.0	-1.653616
5.0	-3.855313
6.0	-1.520539
7.0	-0.944558
8.0	0.000000
9.0	-2.121668
10.0	-1.373282
11.0	0.000000
12.0	-0.339350
13.0	-0.196794
14.0	-2.715880
15.0	-1.586850
16.0	-2.540476
17.0	-1.769810
18.0	-2.202632
19.0	0.182383
20.0	-1.653679
21.0	-0.966278
22.0	-1.184348
23.0	-1.044460
24.0	-3.407750
25.0	-0.976572
26.0	-2.876863
27.0	0.000000
28.0	-1.260904
29.0	-0.619528
30.0	-2.012511
31.0	-0.913420
32.0	-0.028253
33.0	-0.898440
34.0	-1.004615
35.0	-3.108200
36.0	-0.607526
37.0	-0.631848
38.0	-2.716894
39.0	-1.870709
40.0	-2.738737
41.0	-2.313748
42.0	2.226087
43.0	-1.711540
44.0	0.000000
45.0	0.000000
46.0	-2.322661
47.0	-2.080308
48.0	-3.751371
49.0	-2.421143
50.0	6.644206
51.0	16.952331
52.0	37.315868
53.0	72.151281
54.0	112.246038
55.0	164.442923
56.0	223.148908
57.0	288.770167
58.0	357.959899
59.0	417.565580
60.0	500.000000
61.0	571.174569
62.0	619.414178
63.0	676.250911
64.0	725.986015
65.0	768.565111
66.0	804.342910
67.0	835.235048
68.0	860.884407
69.0	882.915622
70.0	902.579677
71.0	919.239036
72.0	928.539413
73.0	939.054310
74.0	946.642359
75.0	951.209642
76.0	949.482266
77.0	946.086344
78.0	940.642052
79.0	937.049244
80.0	932.163322
81.0	928.957592
82.0	922.784984
83.0	918.619911
84.0	912.810771
85.0	907.746863
86.0	900.045147
87.0	894.770687
88.0	887.392988
89.0	879.098584
90.0	873.941914
91.0	864.355316
92.0	855.766744
93.0	848.844948
94.0	841.261550
95.0	832.977206
96.0	823.770094
97.0	814.339033
98.0	804.617399
99.0	795.199950
100.0	785.030399
101.0	774.197760
102.0	767.654779
103.0	756.285635
104.0	746.582008
105.0	733.659463
106.0	725.246441
107.0	717.927695
108.0	707.972010
109.0	702.544252
110.0	687.531347
111.0	678.213252
112.0	668.144609
113.0	657.094425
114.0	650.555154
115.0	642.159916
116.0	630.676845
117.0	623.222648
118.0	615.139439
119.0	601.941582
120.0	596.414827
121.0	585.592680
122.0	575.939528
123.0	564.106791
124.0	559.424833
125.0	551.681305
126.0	540.436424
127.0	531.435124
128.0	520.913194
129.0	517.905334
130.0	507.399441
131.0	497.479071
132.0	491.465596
133.0	480.942427
134.0	474.334324
135.0	466.361287
136.0	458.614820
137.0	451.827184
138.0	444.435228
139.0	437.337584
140.0	426.434929
141.0	425.134676
142.0	414.694875
143.0	412.084064
144.0	398.473063
145.0	393.172246
146.0	388.494173
147.0	382.644914
