timestamp,p_med_bar,p_min_bar,p_max_bar,n
2026-07-08T19:20:00,507.080,507.035,507.144,36
2026-07-14T20:15:00,504.767,504.595,504.908,85
2026-07-14T20:20:00,504.597,504.519,504.773,59
2026-07-15T11:45:00,502.598,437.448,502.810,50
2026-07-15T11:50:00,502.497,502.335,502.603,147
2026-07-15T11:55:00,502.407,502.296,502.551,147
2026-07-15T12:00:00,502.302,502.120,502.395,146
2026-07-15T12:05:00,502.253,502.077,502.348,147
2026-07-15T12:10:00,502.196,502.054,502.313,146
2026-07-15T12:15:00,502.092,501.991,502.226,147
2026-07-15T12:20:00,502.090,502.014,502.260,147
2026-07-15T12:25:00,502.087,502.010,502.244,146
2026-07-15T12:30:00,502.094,502.008,502.233,146
2026-07-15T12:35:00,502.091,501.954,502.239,147
2026-07-15T12:40:00,502.067,501.895,502.183,146
2026-07-15T12:45:00,502.056,501.875,502.170,147
2026-07-15T12:50:00,502.047,501.906,502.178,147
2026-07-15T12:55:00,502.056,501.903,502.167,146
2026-07-15T13:00:00,502.061,501.893,502.195,147
2026-07-15T13:05:00,502.089,501.847,502.177,146
2026-07-15T13:10:00,502.102,501.920,502.217,147
2026-07-15T13:15:00,502.119,502.008,502.218,147
2026-07-15T13:20:00,502.138,502.016,502.234,146
2026-07-15T13:25:00,502.125,501.995,502.258,147
2026-07-15T13:30:00,502.089,501.919,502.198,147
2026-07-15T13:35:00,502.022,501.817,502.142,146
2026-07-15T13:40:00,501.896,501.803,502.093,147
2026-07-15T13:45:00,501.810,501.758,501.989,146
2026-07-15T13:50:00,501.776,501.664,501.842,147
2026-07-15T13:55:00,501.743,501.584,501.811,147
2026-07-15T14:00:00,501.709,501.539,501.793,146
2026-07-15T14:05:00,501.684,501.511,501.784,147
2026-07-15T14:10:00,501.697,501.470,501.795,147
2026-07-15T14:15:00,501.734,501.524,501.804,146
2026-07-15T14:20:00,501.764,501.631,501.877,147
2026-07-15T14:25:00,501.787,501.707,501.891,146
2026-07-15T14:30:00,501.804,501.739,501.981,147
2026-07-15T14:35:00,501.808,501.742,501.930,147
2026-07-15T14:40:00,501.812,501.753,501.929,146
2026-07-15T14:45:00,501.806,501.751,501.980,147
2026-07-15T14:50:00,501.810,501.742,501.956,147
2026-07-15T14:55:00,501.821,501.751,501.956,146
2026-07-15T15:00:00,501.834,501.767,501.995,147
2026-07-15T15:05:00,501.838,501.769,501.992,147
2026-07-15T15:10:00,501.843,501.787,502.012,146
2026-07-15T15:15:00,501.852,501.759,502.069,147
2026-07-15T15:20:00,501.885,501.786,502.037,146
2026-07-15T15:25:00,501.918,501.783,502.090,147
2026-07-15T15:30:00,501.957,501.815,502.102,147
2026-07-15T15:35:00,501.950,501.821,502.090,146
2026-07-15T15:40:00,501.936,501.801,502.096,147
2026-07-15T15:45:00,501.945,501.815,502.096,147
2026-07-15T15:50:00,501.947,501.834,502.099,146
2026-07-15T15:55:00,501.956,501.816,502.123,147
2026-07-15T16:00:00,501.967,501.821,502.096,146
2026-07-15T16:05:00,502.003,501.844,502.126,147
2026-07-15T16:10:00,502.027,501.820,502.143,147
2026-07-15T16:15:00,502.026,501.874,502.150,146
2026-07-15T16:20:00,502.065,501.859,502.162,147
2026-07-15T16:25:00,502.038,501.840,502.143,146
2026-07-15T16:30:00,502.016,501.826,502.153,147
2026-07-15T16:35:00,501.972,501.821,502.128,146
2026-07-15T16:40:00,501.912,501.782,502.091,147
2026-07-15T16:45:00,501.869,501.799,502.045,147
2026-07-15T16:50:00,501.856,501.758,502.025,146
2026-07-15T16:55:00,501.833,501.780,501.998,147
2026-07-15T17:00:00,501.820,501.701,501.929,146
2026-07-15T17:05:00,501.807,501.708,501.915,147
2026-07-15T17:10:00,501.797,501.715,501.898,147
2026-07-15T17:15:00,501.798,501.709,501.862,146
2026-07-15T17:20:00,501.792,501.695,501.909,147
2026-07-15T17:25:00,501.796,501.708,501.859,146
2026-07-15T17:30:00,501.789,501.673,501.866,147
2026-07-15T17:35:00,501.784,501.665,501.840,146
2026-07-15T17:40:00,501.784,501.624,501.842,147
2026-07-15T17:45:00,501.779,501.637,501.841,147
2026-07-15T17:50:00,501.782,501.621,501.832,146
2026-07-15T17:55:00,501.774,501.625,501.930,147
2026-07-15T18:00:00,501.773,501.591,501.854,146
2026-07-15T18:05:00,501.773,501.597,501.824,147
2026-07-15T18:10:00,501.774,501.590,501.882,147
2026-07-15T18:15:00,501.774,501.634,501.825,146
2026-07-15T18:20:00,501.774,501.609,501.835,147
2026-07-15T18:25:00,501.778,501.626,501.839,146
2026-07-15T18:30:00,501.782,501.634,501.847,147
2026-07-15T18:35:00,501.784,501.681,501.843,146
2026-07-15T18:40:00,501.784,501.622,501.850,147
2026-07-15T18:45:00,501.766,501.566,501.828,147
2026-07-15T18:50:00,501.735,501.567,501.830,146
2026-07-15T18:55:00,501.708,501.544,501.790,147
2026-07-15T19:00:00,501.685,501.519,501.796,146
2026-07-15T19:05:00,501.709,501.548,501.815,147
2026-07-15T19:10:00,501.733,501.551,501.812,146
2026-07-15T19:15:00,501.740,501.607,501.822,147
2026-07-15T19:20:00,501.740,501.513,501.820,147
2026-07-15T19:25:00,501.700,501.483,501.815,146
2026-07-15T19:30:00,501.655,501.475,501.800,147
2026-07-15T19:35:00,501.643,501.468,501.777,146
2026-07-15T19:40:00,501.611,501.506,501.788,147
2026-07-15T19:45:00,501.599,501.459,501.769,147
2026-07-15T19:50:00,501.601,501.440,501.774,146
2026-07-15T19:55:00,501.584,501.462,501.757,147
2026-07-15T20:00:00,501.571,501.493,501.782,146
2026-07-15T20:05:00,501.565,501.472,501.746,147
2026-07-15T20:10:00,501.533,501.422,501.734,146
2026-07-15T20:15:00,501.516,501.429,501.711,147
2026-07-15T20:20:00,501.491,501.391,501.664,147
2026-07-15T20:25:00,501.465,501.340,501.654,146
2026-07-15T20:30:00,501.437,501.340,501.544,147
2026-07-15T20:35:00,501.421,501.308,501.536,146
2026-07-15T20:40:00,501.432,501.318,501.529,147
2026-07-15T20:45:00,501.436,501.331,501.535,146
2026-07-15T20:50:00,501.433,501.334,501.537,147
2026-07-15T20:55:00,501.405,501.204,501.539,147
2026-07-15T21:00:00,501.371,501.271,501.483,146
2026-07-15T21:05:00,501.348,501.187,501.454,147
2026-07-15T21:10:00,501.336,501.174,501.429,146
2026-07-15T21:15:00,501.324,501.200,501.452,147
2026-07-15T21:20:00,501.331,501.178,501.436,146
2026-07-15T21:25:00,501.294,501.179,501.432,147
2026-07-15T21:30:00,501.302,501.125,501.436,147
2026-07-15T21:35:00,501.247,501.119,501.373,146
2026-07-15T21:40:00,501.239,501.117,501.396,147
2026-07-15T21:45:00,501.223,501.076,501.394,146
2026-07-15T21:50:00,501.207,501.074,501.372,147
2026-07-15T21:55:00,501.183,501.084,501.323,147
2026-07-15T22:00:00,501.147,501.085,501.305,146
2026-07-15T22:05:00,501.130,501.036,501.262,147
2026-07-15T22:10:00,501.128,501.054,501.372,146
2026-07-15T22:15:00,501.110,501.022,501.271,147
2026-07-15T22:20:00,501.096,500.995,501.218,146
2026-07-15T22:25:00,501.079,501.002,501.168,147
2026-07-15T22:30:00,501.074,500.959,501.224,147
2026-07-15T22:35:00,501.060,500.954,501.150,146
2026-07-15T22:40:00,501.044,500.897,501.137,147
2026-07-15T22:45:00,501.028,500.889,501.141,146
2026-07-15T22:50:00,500.995,500.829,501.091,147
2026-07-15T22:55:00,500.978,500.837,501.076,146
2026-07-15T23:00:00,500.964,500.805,501.056,147
2026-07-15T23:05:00,500.909,500.785,501.032,147
2026-07-15T23:10:00,500.881,500.751,501.017,146
2026-07-15T23:15:00,500.850,500.755,501.010,147
2026-07-15T23:20:00,500.820,500.752,500.974,146
2026-07-15T23:25:00,500.797,500.684,500.911,147
2026-07-15T23:30:00,500.788,500.688,500.942,146
2026-07-15T23:35:00,500.787,500.706,500.907,147
2026-07-15T23:40:00,500.779,500.651,500.910,147
2026-07-15T23:45:00,500.771,500.674,500.910,146
2026-07-15T23:50:00,500.789,500.684,500.945,147
2026-07-15T23:55:00,500.796,500.675,500.958,146
2026-07-16T00:00:00,500.790,500.684,500.918,147
2026-07-16T00:05:00,500.785,500.703,500.899,147
2026-07-16T00:10:00,500.764,500.647,500.853,146
2026-07-16T00:15:00,500.748,500.639,500.926,147
2026-07-16T00:20:00,500.747,500.641,500.872,146
2026-07-16T00:25:00,500.743,500.656,500.875,147
2026-07-16T00:30:00,500.743,500.643,500.836,146
2026-07-16T00:35:00,500.745,500.613,500.848,147
2026-07-16T00:40:00,500.753,500.654,500.901,147
2026-07-16T00:45:00,500.760,500.671,500.850,146
2026-07-16T00:50:00,500.727,500.633,500.842,147
2026-07-16T00:55:00,500.711,500.634,500.826,146
2026-07-16T01:00:00,500.662,500.530,500.762,147
2026-07-16T01:05:00,500.647,500.462,500.746,146
2026-07-16T01:10:00,500.615,500.457,500.738,147
2026-07-16T01:15:00,500.577,500.402,500.718,147
2026-07-16T01:20:00,500.554,500.379,500.702,146
2026-07-16T01:25:00,500.530,500.377,500.663,147
2026-07-16T01:30:00,500.518,500.371,500.657,146
2026-07-16T01:35:00,500.505,500.377,500.631,147
2026-07-16T01:40:00,500.447,500.359,500.652,147
2026-07-16T01:45:00,500.405,500.350,500.602,146
2026-07-16T01:50:00,500.386,500.332,500.553,147
2026-07-16T01:55:00,500.378,500.321,500.535,146
2026-07-16T02:00:00,500.371,500.302,500.441,147
2026-07-16T02:05:00,500.356,500.223,500.404,146
2026-07-16T02:10:00,500.346,500.177,500.428,147
2026-07-16T02:15:00,500.332,500.224,500.405,147
2026-07-16T02:20:00,500.323,500.165,500.384,146
2026-07-16T02:25:00,500.314,500.159,500.376,147
2026-07-16T02:30:00,500.313,500.125,500.379,146
2026-07-16T02:35:00,500.285,500.130,500.369,147
2026-07-16T02:40:00,500.280,500.096,500.366,147
2026-07-16T02:45:00,500.225,500.069,500.363,146
2026-07-16T02:50:00,500.205,500.042,500.343,147
2026-07-16T02:55:00,500.137,500.024,500.301,146
2026-07-16T03:00:00,500.124,499.978,500.288,147
2026-07-16T03:05:00,500.090,499.975,500.265,146
2026-07-16T03:10:00,500.060,499.942,500.194,147
2026-07-16T03:15:00,500.057,499.960,500.228,147
2026-07-16T03:20:00,500.051,499.952,500.167,146
2026-07-16T03:25:00,500.053,499.954,500.182,147
2026-07-16T03:30:00,500.046,499.945,500.201,146
2026-07-16T03:35:00,500.050,499.909,500.183,147
2026-07-16T03:40:00,500.036,499.901,500.162,146
2026-07-16T03:45:00,500.020,499.900,500.170,147
2026-07-16T03:50:00,500.013,499.872,500.238,147
2026-07-16T03:55:00,500.007,499.883,500.191,146
2026-07-16T04:00:00,500.003,499.863,500.174,147
2026-07-16T04:05:00,500.001,499.862,500.192,146
2026-07-16T04:10:00,500.002,499.853,500.153,147
2026-07-16T04:15:00,499.974,499.846,500.173,146
2026-07-16T04:20:00,499.975,499.805,500.126,147
2026-07-16T04:25:00,499.960,499.816,500.120,146
2026-07-16T04:30:00,499.938,499.785,500.125,147
2026-07-16T04:35:00,499.928,499.752,500.098,147
2026-07-16T04:40:00,499.918,499.782,500.105,146
2026-07-16T04:45:00,499.913,499.758,500.041,147
2026-07-16T04:50:00,499.904,499.716,500.071,146
2026-07-16T04:55:00,499.909,499.755,500.106,147
2026-07-16T05:00:00,499.911,499.778,500.138,147
2026-07-16T05:05:00,499.902,499.720,500.049,146
2026-07-16T05:10:00,499.900,499.700,500.029,147
2026-07-16T05:15:00,499.894,499.742,499.998,146
2026-07-16T05:20:00,499.874,499.723,499.942,147
2026-07-16T05:25:00,499.876,499.723,500.024,146
2026-07-16T05:30:00,499.864,499.739,499.927,147
2026-07-16T05:35:00,499.857,499.712,499.915,147
2026-07-16T05:40:00,499.861,499.663,499.924,146
2026-07-16T05:45:00,499.856,499.719,499.914,147
2026-07-16T05:50:00,499.841,499.678,499.925,146
2026-07-16T05:55:00,499.830,499.647,499.877,147
2026-07-16T06:00:00,499.801,499.612,499.884,146
2026-07-16T06:05:00,499.772,499.588,499.859,147
2026-07-16T06:10:00,499.741,499.575,499.857,147
2026-07-16T06:15:00,499.721,499.594,499.854,146
2026-07-16T06:20:00,499.724,499.572,499.853,147
2026-07-16T06:25:00,499.682,499.543,499.862,146
2026-07-16T06:30:00,499.666,499.556,499.831,147
2026-07-16T06:35:00,499.686,499.537,499.855,147
2026-07-16T06:40:00,499.690,499.550,499.853,146
2026-07-16T06:45:00,499.696,499.555,499.844,147
2026-07-16T06:50:00,499.736,499.595,499.877,146
2026-07-16T06:55:00,499.740,499.573,499.855,147
2026-07-16T07:00:00,499.777,499.579,499.879,146
2026-07-16T07:05:00,499.793,499.637,499.922,147
2026-07-16T07:10:00,499.795,499.598,499.917,147
2026-07-16T07:15:00,499.802,499.620,499.897,146
2026-07-16T07:20:00,499.833,499.694,499.901,147
2026-07-16T07:25:00,499.841,499.671,499.914,146
2026-07-16T07:30:00,499.855,499.722,499.923,147
2026-07-16T07:35:00,499.877,499.702,499.963,147
2026-07-16T07:40:00,499.894,499.808,500.087,146
2026-07-16T07:45:00,499.913,499.848,500.132,147
2026-07-16T07:50:00,499.939,499.822,500.123,146
2026-07-16T07:55:00,499.998,499.849,500.165,147
2026-07-16T08:00:00,500.056,499.905,500.190,146
2026-07-16T08:05:00,500.113,499.961,500.230,147
2026-07-16T08:10:00,500.162,500.024,500.312,147
2026-07-16T08:15:00,500.141,500.026,500.316,146
2026-07-16T08:20:00,500.186,500.035,500.342,147
2026-07-16T08:25:00,500.245,500.084,500.448,146
2026-07-16T08:30:00,500.300,500.124,500.458,147
2026-07-16T08:35:00,500.334,500.126,500.436,146
2026-07-16T08:40:00,500.362,500.274,500.492,147
2026-07-16T08:45:00,500.377,500.252,500.505,147
2026-07-16T08:50:00,500.392,500.316,500.576,146
2026-07-16T08:55:00,500.408,500.358,500.607,147
2026-07-16T09:00:00,500.450,500.361,500.611,146
2026-07-16T09:05:00,500.464,500.374,500.648,147
2026-07-16T09:10:00,500.515,500.409,500.682,146
2026-07-16T09:15:00,500.541,500.411,500.676,147
2026-07-16T09:20:00,500.558,500.401,500.688,147
2026-07-16T09:25:00,500.592,500.452,500.731,146
2026-07-16T09:30:00,500.649,500.496,500.752,147
2026-07-16T09:35:00,500.673,500.536,500.765,147
2026-07-16T09:40:00,500.693,500.553,500.794,146
2026-07-16T09:45:00,500.706,500.521,500.822,147
2026-07-16T09:50:00,500.727,500.609,500.822,146
2026-07-16T09:55:00,500.734,500.583,500.853,147
2026-07-16T10:00:00,500.768,500.672,500.874,147
2026-07-16T10:05:00,500.791,500.684,500.881,146
2026-07-16T10:10:00,500.811,500.712,500.915,147
2026-07-16T10:15:00,500.828,500.739,500.950,147
2026-07-16T10:20:00,500.848,500.731,500.988,146
2026-07-16T10:25:00,500.885,500.722,501.008,147
2026-07-16T10:30:00,500.947,500.813,501.065,146
2026-07-16T10:35:00,500.990,500.860,501.075,147
2026-07-16T10:40:00,501.001,500.819,501.084,147
2026-07-16T10:45:00,501.031,500.842,501.120,146
2026-07-16T10:50:00,501.051,500.895,501.176,147
2026-07-16T10:55:00,501.076,500.942,501.167,147
2026-07-16T11:00:00,501.099,500.992,501.198,146
2026-07-16T11:05:00,501.104,501.021,501.202,147
2026-07-16T11:10:00,501.130,501.043,501.232,146
2026-07-16T11:15:00,501.134,501.061,501.280,147
2026-07-16T11:20:00,501.145,501.084,501.274,147
2026-07-16T11:25:00,501.155,501.091,501.266,146
2026-07-16T11:30:00,501.164,501.080,501.314,147
2026-07-16T11:35:00,501.201,501.114,501.352,146
2026-07-16T11:40:00,501.203,501.114,501.363,147
2026-07-16T11:45:00,501.210,501.122,501.370,147
2026-07-16T11:50:00,501.217,501.119,501.388,146
2026-07-16T11:55:00,501.239,501.127,501.434,147
2026-07-16T12:00:00,501.297,501.153,501.428,146
2026-07-16T12:05:00,501.339,501.185,501.435,147
2026-07-16T12:10:00,501.387,501.211,501.487,147
2026-07-16T12:15:00,501.415,501.180,501.539,146
2026-07-16T12:20:00,501.461,501.358,501.560,147
2026-07-16T12:25:00,501.488,501.391,501.610,146
2026-07-16T12:30:00,501.511,501.397,501.625,147
2026-07-16T12:35:00,501.527,501.403,501.651,147
2026-07-16T12:40:00,501.549,501.451,501.693,146
2026-07-16T12:45:00,501.565,501.436,501.739,147
2026-07-16T12:50:00,501.604,501.497,501.766,146
2026-07-16T12:55:00,501.657,501.530,501.836,147
2026-07-16T13:00:00,501.707,501.545,501.824,146
2026-07-16T13:05:00,501.736,501.585,501.851,147
2026-07-16T13:10:00,501.779,501.616,501.879,147
2026-07-16T13:15:00,501.819,501.671,501.898,146
2026-07-16T13:20:00,501.835,501.671,501.896,146
2026-07-16T13:25:00,501.849,501.710,501.932,147
2026-07-16T13:30:00,501.858,501.780,501.941,147
2026-07-16T13:35:00,501.859,501.722,501.987,146
2026-07-16T13:40:00,501.863,501.738,501.913,147
2026-07-16T13:45:00,501.870,501.739,501.995,146
2026-07-16T13:50:00,501.880,501.804,501.954,147
2026-07-16T13:55:00,501.890,501.799,502.009,146
2026-07-16T14:00:00,501.900,501.845,502.045,147
2026-07-16T14:05:00,501.927,501.854,502.100,147
2026-07-16T14:10:00,501.948,501.872,502.100,146
2026-07-16T14:15:00,501.982,501.868,502.155,147
2026-07-16T14:20:00,501.984,501.885,502.170,146
2026-07-16T14:25:00,502.001,501.845,502.187,147
2026-07-16T14:30:00,502.027,501.874,502.184,146
2026-07-16T14:35:00,502.009,501.889,502.163,147
2026-07-16T14:40:00,502.009,501.875,502.175,147
2026-07-16T14:45:00,502.008,501.891,502.194,146
2026-07-16T14:50:00,502.024,501.879,502.160,147
2026-07-16T14:55:00,502.010,501.870,502.166,146
2026-07-16T15:00:00,502.018,501.892,502.160,147
2026-07-16T15:05:00,502.037,501.882,502.209,146
2026-07-16T15:10:00,502.046,501.896,502.174,147
2026-07-16T15:15:00,502.045,501.872,502.221,147
2026-07-16T15:20:00,502.019,501.908,502.223,146
2026-07-16T15:25:00,502.004,501.878,502.157,147
2026-07-16T15:30:00,501.997,501.881,502.128,146
2026-07-16T15:35:00,501.986,501.861,502.167,147
2026-07-16T15:40:00,501.950,501.866,502.160,146
2026-07-16T15:45:00,501.926,501.843,502.101,147
2026-07-16T15:50:00,501.902,501.833,502.069,146
2026-07-16T15:55:00,501.896,501.810,502.055,147
2026-07-16T16:00:00,501.884,501.826,501.999,147
2026-07-16T16:05:00,501.883,501.819,502.033,146
2026-07-16T16:10:00,501.869,501.718,501.966,147
2026-07-16T16:15:00,501.854,501.732,501.957,146
2026-07-16T16:20:00,501.846,501.687,501.910,147
2026-07-16T16:25:00,501.840,501.726,501.903,146
2026-07-16T16:30:00,501.848,501.759,501.900,147
2026-07-16T16:35:00,501.853,501.712,501.930,147
2026-07-16T16:40:00,501.967,501.834,502.173,146
2026-07-16T16:45:00,502.169,501.978,502.275,147
2026-07-16T16:50:00,502.259,502.120,502.383,146
2026-07-16T16:55:00,502.267,502.047,502.410,147
2026-07-16T17:00:00,502.074,501.925,502.258,146
2026-07-16T17:05:00,501.948,501.813,502.150,147
2026-07-16T17:10:00,501.887,501.679,502.040,147
2026-07-16T17:15:00,501.763,501.605,501.952,146
2026-07-16T17:20:00,501.689,501.593,501.877,147
2026-07-16T17:25:00,501.662,501.573,501.879,146
2026-07-16T17:30:00,501.653,501.562,501.830,147
2026-07-16T17:35:00,501.660,501.560,501.871,147
2026-07-16T17:40:00,501.650,501.556,501.821,146
2026-07-16T17:45:00,501.641,501.481,501.826,147
2026-07-16T17:50:00,501.638,501.510,501.804,146
2026-07-16T17:55:00,501.613,501.489,501.763,147
2026-07-16T18:00:00,501.631,501.412,501.812,146
2026-07-16T18:05:00,501.608,501.458,501.789,147
2026-07-16T18:10:00,501.604,501.486,501.797,147
2026-07-16T18:15:00,501.620,501.454,501.778,146
2026-07-16T18:20:00,501.611,501.468,501.755,147
2026-07-16T18:25:00,501.587,501.451,501.737,146
2026-07-16T18:30:00,501.554,501.321,501.673,147
2026-07-16T18:35:00,501.529,501.400,501.746,146
2026-07-16T18:40:00,501.498,501.336,501.629,147
2026-07-16T18:45:00,501.455,501.321,501.629,147
2026-07-16T18:50:00,501.450,501.312,501.563,146
2026-07-16T18:55:00,501.441,501.291,501.567,147
2026-07-16T19:00:00,501.459,501.298,501.585,146
2026-07-16T19:05:00,501.483,501.341,501.627,147
2026-07-16T19:10:00,501.519,501.385,501.659,147
2026-07-16T19:15:00,501.537,501.420,501.702,146
2026-07-16T19:20:00,501.536,501.448,501.656,147
2026-07-16T19:25:00,501.485,501.296,501.592,147
2026-07-16T19:30:00,501.384,501.179,501.522,146
2026-07-16T19:35:00,501.230,501.029,501.396,147
2026-07-16T19:40:00,501.119,500.899,501.245,147
2026-07-16T19:45:00,501.062,500.889,501.210,146
2026-07-16T19:50:00,501.047,500.879,501.149,147
2026-07-16T19:55:00,501.004,500.852,501.114,147
2026-07-16T20:00:00,500.955,500.803,501.086,146
2026-07-16T20:05:00,500.886,500.729,501.045,147
2026-07-16T20:10:00,500.863,500.738,501.031,146
2026-07-16T20:15:00,500.916,500.742,501.052,147
2026-07-16T20:20:00,500.940,500.795,501.090,147
2026-07-16T20:25:00,500.938,500.791,501.084,146
2026-07-16T20:30:00,500.917,500.797,501.097,147
2026-07-16T20:35:00,500.886,500.671,501.031,147
2026-07-16T20:40:00,500.864,500.692,501.033,146
2026-07-16T20:45:00,500.849,500.695,501.021,147
2026-07-16T20:50:00,500.840,500.730,501.004,146
2026-07-16T20:55:00,500.825,500.698,500.943,147
2026-07-16T21:00:00,500.823,500.701,501.001,147
2026-07-16T21:05:00,500.809,500.706,500.909,146
2026-07-16T21:10:00,500.820,500.731,500.948,147
2026-07-16T21:15:00,500.826,500.691,501.007,146
2026-07-16T21:20:00,500.832,500.739,500.952,147
2026-07-16T21:25:00,500.839,500.709,500.963,147
2026-07-16T21:30:00,500.832,500.727,500.994,146
2026-07-16T21:35:00,500.803,500.718,500.927,147
2026-07-16T21:40:00,500.778,500.672,500.889,146
2026-07-16T21:45:00,500.756,500.649,500.844,147
2026-07-16T21:50:00,500.743,500.601,500.828,147
2026-07-16T21:55:00,500.753,500.680,500.846,146
2026-07-16T22:00:00,500.776,500.660,500.874,147
2026-07-16T22:05:00,500.775,500.698,500.891,147
2026-07-16T22:10:00,500.754,500.649,500.838,146
2026-07-16T22:15:00,500.736,500.627,500.837,147
2026-07-16T22:20:00,500.722,500.632,500.813,146
2026-07-16T22:25:00,500.709,500.541,500.813,147
2026-07-16T22:30:00,500.719,500.515,500.804,147
2026-07-16T22:35:00,500.715,500.540,500.824,146
2026-07-16T22:40:00,500.710,500.570,500.817,147
2026-07-16T22:45:00,500.720,500.591,500.843,146
2026-07-16T22:50:00,500.734,500.601,500.834,147
2026-07-16T22:55:00,500.714,500.580,500.814,147
2026-07-16T23:00:00,500.676,500.544,500.795,146
2026-07-16T23:05:00,500.578,500.415,500.702,147
2026-07-16T23:10:00,500.463,500.374,500.640,146
2026-07-16T23:15:00,500.430,500.380,500.594,147
2026-07-16T23:20:00,500.416,500.345,500.549,146
2026-07-16T23:25:00,500.403,500.337,500.524,147
2026-07-16T23:30:00,500.393,500.311,500.474,147
2026-07-16T23:35:00,500.391,500.305,500.479,146
2026-07-16T23:40:00,500.386,500.292,500.443,147
2026-07-16T23:45:00,500.381,500.288,500.424,146
2026-07-16T23:50:00,500.380,500.241,500.449,147
2026-07-16T23:55:00,500.372,500.262,500.468,147
2026-07-17T00:00:00,500.363,500.181,500.473,146
2026-07-17T00:05:00,500.368,500.247,500.417,147
2026-07-17T00:10:00,500.368,500.249,500.420,146
2026-07-17T00:15:00,500.367,500.229,500.430,147
2026-07-17T00:20:00,500.366,500.208,500.426,147
2026-07-17T00:25:00,500.365,500.172,500.444,146
2026-07-17T00:30:00,500.351,500.160,500.423,147
2026-07-17T00:35:00,500.308,500.177,500.396,146
2026-07-17T00:40:00,500.285,500.115,500.390,147
2026-07-17T00:45:00,500.249,500.097,500.385,147
2026-07-17T00:50:00,500.202,500.070,500.372,146
2026-07-17T00:55:00,500.173,500.067,500.318,147
2026-07-17T01:00:00,500.170,500.064,500.329,146
2026-07-17T01:05:00,500.137,500.043,500.339,147
2026-07-17T01:10:00,500.158,500.064,500.315,147
2026-07-17T01:15:00,500.179,500.028,500.335,146
2026-07-17T01:20:00,500.187,500.053,500.331,147
2026-07-17T01:25:00,500.134,500.035,500.331,146
2026-07-17T01:30:00,500.112,500.014,500.290,147
2026-07-17T01:35:00,500.090,500.007,500.275,147
2026-07-17T01:40:00,500.075,499.957,500.272,146
2026-07-17T01:45:00,500.069,499.971,500.229,147
2026-07-17T01:50:00,500.062,499.958,500.173,146
2026-07-17T01:55:00,500.053,499.974,500.160,147
2026-07-17T02:00:00,500.057,499.958,500.173,146
2026-07-17T02:05:00,500.059,499.940,500.177,147
2026-07-17T02:10:00,500.057,499.977,500.143,147
2026-07-17T02:15:00,500.049,499.950,500.152,146
2026-07-17T02:20:00,500.035,499.943,500.139,147
2026-07-17T02:25:00,500.018,499.941,500.113,146
2026-07-17T02:30:00,500.015,499.902,500.117,147
2026-07-17T02:35:00,500.013,499.906,500.098,147
2026-07-17T02:40:00,500.003,499.844,500.115,146
2026-07-17T02:45:00,500.007,499.882,500.091,147
2026-07-17T02:50:00,500.010,499.928,500.117,146
2026-07-17T02:55:00,500.013,499.914,500.109,147
2026-07-17T03:00:00,500.001,499.894,500.083,147
2026-07-17T03:05:00,499.981,499.850,500.058,146
2026-07-17T03:10:00,499.956,499.821,500.063,147
2026-07-17T03:15:00,499.955,499.752,500.065,146
2026-07-17T03:20:00,499.951,499.769,500.042,147
2026-07-17T03:25:00,499.948,499.816,500.044,146
2026-07-17T03:30:00,499.949,499.790,500.053,147
2026-07-17T03:35:00,499.953,499.821,500.053,147
2026-07-17T03:40:00,499.955,499.794,500.074,146
2026-07-17T03:45:00,499.933,499.780,500.007,147
2026-07-17T03:50:00,499.912,499.758,500.000,146
2026-07-17T03:55:00,499.902,499.733,500.008,147
2026-07-17T04:00:00,499.890,499.729,500.043,147
2026-07-17T04:05:00,499.904,499.754,500.014,146
2026-07-17T04:10:00,499.900,499.777,500.016,147
2026-07-17T04:15:00,499.910,499.762,500.010,146
2026-07-17T04:20:00,499.860,499.720,499.994,147
2026-07-17T04:25:00,499.852,499.732,500.000,146
2026-07-17T04:30:00,499.817,499.705,499.948,147
2026-07-17T04:35:00,499.816,499.700,499.992,147
2026-07-17T04:40:00,499.803,499.680,499.958,146
2026-07-17T04:45:00,499.794,499.675,499.958,147
2026-07-17T04:50:00,499.775,499.654,499.947,146
2026-07-17T04:55:00,499.750,499.652,499.883,147
2026-07-17T05:00:00,499.741,499.649,499.898,147
2026-07-17T05:05:00,499.724,499.632,499.858,146
2026-07-17T05:10:00,499.701,499.633,499.850,147
2026-07-17T05:15:00,499.701,499.641,499.788,146
2026-07-17T05:20:00,499.680,499.594,499.794,147
2026-07-17T05:25:00,499.672,499.564,499.771,146
2026-07-17T05:30:00,499.662,499.554,499.769,147
2026-07-17T05:35:00,499.650,499.577,499.726,147
2026-07-17T05:40:00,499.640,499.546,499.717,146
2026-07-17T05:45:00,499.622,499.489,499.753,147
2026-07-17T05:50:00,499.612,499.448,499.678,146
2026-07-17T05:55:00,499.610,499.476,499.707,147
2026-07-17T06:00:00,499.602,499.406,499.690,147
2026-07-17T06:05:00,499.590,499.456,499.716,146
2026-07-17T06:10:00,499.586,499.426,499.699,147
2026-07-17T06:15:00,499.575,499.409,499.709,146
2026-07-17T06:20:00,499.575,499.402,499.682,147
2026-07-17T06:25:00,499.573,499.453,499.737,147
2026-07-17T06:30:00,499.574,499.397,499.678,146
